;Scopy version,f4beeb1
;Exported on,Friday October 04/10/2024
;Device,M2K
;Nr of samples,200
;Sample rate,0
;Tool,Network Analyzer
;Additional Information,Reference channel: 1
Sample,Frequency(Hz),Magnitude(dB),Phase(°)
0,1000,13.2503,180.374
1,1040.1,12.406,180.766
2,1081.81,12.4312,180.477
3,1125.19,12.4458,180.758
4,1170.31,12.4621,180.273
5,1217.24,12.5053,180.631
6,1266.05,12.5509,180.489
7,1316.82,12.5828,179.647
8,1369.62,12.6359,181.075
9,1424.54,12.6311,180.226
10,1481.67,12.6411,180.073
11,1541.08,12.6754,179.273
12,1602.88,12.7231,179.848
13,1667.16,12.7139,180.133
14,1734.01,12.7017,179.752
15,1803.54,12.7255,180.286
16,1875.86,12.6215,181.003
17,1951.09,12.6474,180.467
18,2029.32,12.6463,180.231
19,2110.7,12.64,180.574
20,2195.34,12.6238,180.906
21,2283.37,12.5244,180.645
22,2374.93,12.3847,180.265
23,2470.17,12.4157,181.513
24,2569.22,12.3356,182.068
25,2672.25,12.2009,181.692
26,2779.41,12.0309,183.596
27,2890.86,11.9669,184.222
28,3006.78,11.9985,185.268
29,3127.36,12.0157,185.981
30,3252.76,12.2063,187.054
31,3383.2,12.2907,188.995
32,3518.86,12.6208,191.061
33,3659.97,12.987,194.641
34,3806.73,13.3694,193.215
35,3959.38,13.9275,190.12
36,4118.16,14.1082,189.438
37,4283.29,14.1882,189.628
38,4455.05,14.2301,187.529
39,4633.7,14.2449,185.867
40,4819.51,14.2264,185.759
41,5012.77,14.1815,184.62
42,5213.79,14.1316,181.621
43,5422.86,14.1865,180.637
44,5640.31,14.1213,181.853
45,5866.49,14.1352,181.791
46,6101.74,14.054,178.449
47,6346.42,14.0635,181.174
48,6600.91,14.167,179.753
49,6865.6,14.171,179
50,7140.91,14.1707,180.003
51,7427.26,14.1976,178.209
52,7725.1,14.0152,177.704
53,8034.87,14.1049,178.181
54,8357.07,14.2325,178.195
55,8692.19,14.162,178.056
56,9040.75,14.1866,177.212
57,9403.28,14.19,175.843
58,9780.35,14.2005,176.737
59,10172.5,13.6626,176.594
60,10580.5,13.5868,176.395
61,11004.7,13.6073,175.46
62,11446,13.5746,175.483
63,11905,13.6187,175.477
64,12382.4,13.6388,175.31
65,12878.9,13.5787,175.345
66,13395.4,13.6317,174.619
67,13932.5,13.674,174.417
68,14491.2,13.6854,174.63
69,15072.3,13.6574,174.093
70,15676.7,13.6271,173.944
71,16305.4,13.6848,173.162
72,16959.2,13.7063,173.231
73,17639.3,13.648,172.425
74,18346.6,13.667,172.746
75,19082.3,13.674,173.47
76,19847.5,13.6997,172.761
77,20643.4,13.6725,171.69
78,21471.2,13.67,171.291
79,22332.2,13.7166,171.285
80,23227.7,13.7054,169.942
81,24159.1,13.6235,170.379
82,25127.9,13.7002,171.466
83,26135.5,13.7071,169.553
84,27183.6,13.6301,169.777
85,28273.6,13.6158,169.613
86,29407.4,13.6605,167.795
87,30586.6,13.6189,168.451
88,31813.1,13.6074,168.807
89,33088.9,13.6204,165.788
90,34415.7,13.6114,164.978
91,35795.8,13.6711,164.967
92,37231.2,13.5816,165.806
93,38724.2,13.5239,164.056
94,40277,13.5702,164.086
95,41892.1,13.4913,164.43
96,43572,13.4831,163.385
97,45319.2,13.4,161.828
98,47136.5,13.442,161.83
99,49026.7,13.3971,161.214
100,50992.6,13.3676,159.438
101,53037.4,13.3457,159.291
102,55164.2,13.3481,159.015
103,57376.3,13.2427,157.506
104,59677.1,13.2338,157.279
105,62070.2,13.2603,156.317
106,64559.2,13.1637,154.934
107,67148,13.1014,152.789
108,69840.6,13.0383,153.583
109,72641.2,12.9437,150.55
110,75554.1,12.9452,150.8
111,78583.9,12.8524,149.659
112,81735.1,12.7311,148.823
113,85012.6,12.653,147.36
114,88421.6,12.6034,147.104
115,91967.4,12.3633,145.297
116,95655.2,12.5247,144.743
117,99491,12.2949,145.739
118,103481,12.4408,143.215
119,107630,12.5421,142.733
120,111946,12.7638,140.378
121,116435,12.6862,137.769
122,121104,12.3572,135.5
123,125960,12.1492,133.004
124,131011,11.8556,131.175
125,136265,11.681,130.655
126,141729,11.4826,129.624
127,147413,11.2978,128.887
128,153324,11.0279,127.414
129,159472,10.9114,125.939
130,165867,10.6614,124.524
131,172518,10.4724,122.515
132,179436,10.2693,122.537
133,186632,10.1013,121.062
134,194115,9.89248,119.349
135,201899,9.66851,119.055
136,209996,9.46109,117.744
137,218416,9.20561,116.576
138,227175,8.97104,115.266
139,236285,8.7189,113.813
140,245760,8.47617,112.841
141,255615,8.22991,111.532
142,265865,7.92317,108.656
143,276526,7.7018,108.051
144,287615,7.41488,107.736
145,299148,7.12086,105.496
146,311144,6.85327,104.434
147,323621,6.57108,103.99
148,336598,6.25172,103.108
149,350095,5.95533,98.9813
150,364134,5.69837,99.3477
151,378736,5.3652,99.4955
152,393923,5.12712,96.0202
153,409719,4.80424,95.6849
154,426149,4.52688,94.9889
155,443238,4.06982,94.7991
156,461012,3.57037,92.7383
157,479498,3.0811,89.3345
158,498726,2.82921,93.6762
159,518725,2.61942,90.2617
160,539526,2.46028,86.2348
161,561161,1.93235,89.1458
162,583663,1.58302,88.9217
163,607068,1.31229,86.9004
164,631411,1.13897,86.464
165,656731,0.76278,85.6697
166,683066,0.45044,85.6748
167,710457,0.120226,81.8908
168,738946,-0.15067,82.5628
169,768578,-0.215389,80.9326
170,799398,-0.463403,78.1676
171,831453,-0.813514,79.6226
172,864795,-1.15985,75.0782
173,899473,-1.3955,75.6546
174,935542,-1.84494,69.1386
175,973057,-2.0769,72.7162
176,1.01208e+06,-1.98726,70.4242
177,1.05266e+06,-2.34565,70.7078
178,1.09487e+06,-2.69066,71.1128
179,1.13878e+06,-2.87027,68.4214
180,1.18444e+06,-3.33172,67.35
181,1.23194e+06,-3.41142,62.8539
182,1.28134e+06,-3.77482,65.385
183,1.33272e+06,-4.09617,63.3735
184,1.38616e+06,-4.21488,61.1326
185,1.44175e+06,-4.57848,58.259
186,1.49956e+06,-4.89009,60.6376
187,1.55969e+06,-5.01222,56.1498
188,1.62224e+06,-5.23991,57.5331
189,1.68729e+06,-5.47568,55.8135
190,1.75495e+06,-5.49758,55.7986
191,1.82532e+06,-5.61703,52.4954
192,1.89852e+06,-6.08091,50.1116
193,1.97465e+06,-6.08899,49.1622
194,2.05383e+06,-6.1245,49.3502
195,2.13619e+06,-6.52294,46.3646
196,2.22185e+06,-6.62775,48.5226
197,2.31095e+06,-6.59941,45.1525
198,2.40362e+06,-6.78516,42.787
199,2.5e+06,-6.93818,41.2209
